"pitch_speed","pitch_spin","pitch_horizontal_movement","pitch_vertical_movement","plate_x","plate_z","pitcher_hand","launch_angle","launch_speed","stand","home_run"
82.6,2217,0.47,-0.06,0.56,1.96,"R",44,66.8,"R",0
92.1,2232,-0.93,0.55,-0.15,2.65,"R",18,103.4,"R",0
82.6,1912,1.33,0.83,-0.19,1.44,"L",-25,77.8,"R",0
88.1,1877,1.07,1.15,0.02,2.48,"L",54,81.7,"L",0
96,2198,-0.91,0.76,-0.59,2.64,"R",7,94.8,"R",0
90.5,2105,1.11,0.82,-0.42,2.03,"L",10,75.5,"R",0
86.8,2260,0.19,0.07,0.12,2.79,"R",65,78,"R",0
92.1,2250,0.04,0.9,0.55,3.2,"L",4,98.1,"R",0
92.5,2269,1.34,0.52,1.13,2.22,"L",-21,82.9,"R",0
87.2,2247,0.54,1.47,0.41,3.77,"L",34,87.1,"R",0
86.7,2323,0.35,0.71,0.88,2.29,"R",-1,89,"R",0
94.1,2219,-1.25,0.86,-0.7,2,"R",-11,98.9,"R",0
82.8,2615,1.03,0.1,0.03,2.17,"R",69,80,"R",0
92.5,2012,-1.49,0.4,0.07,2.08,"R",-25,86.2,"R",0
94.6,2085,-1.46,0.49,-0.34,1.57,"R",-23,99.7,"R",0
82.6,1738,1.37,0.67,0.47,2.23,"L",69,80,"R",0
95.9,2208,-0.87,1.43,0.03,2.91,"R",14,96.5,"L",0
96.3,2534,-0.98,0.32,0.19,1.85,"R",-28,106.5,"R",0
83.8,1538,-1.14,0.43,-0.65,2.45,"R",83,78.6,"L",0
91.3,2027,-1.32,0.49,0.21,2.46,"R",-36,80.8,"L",0
92.5,2289,-1.28,0.8,-0.62,2.01,"R",-27,68.5,"L",0
86.5,2353,-0.5,-0.03,-0.15,2.54,"L",16,91.6,"L",0
102.4,2090,-0.45,1.16,0.71,2.57,"R",14,95.5,"L",0
85.7,2095,0.26,0.37,-0.18,3.18,"R",24,94.4,"R",0
92.7,2298,0.87,1.18,-0.24,1.78,"L",14,96.6,"L",0
96.9,2308,1.17,1.23,-0.65,2.01,"L",36,98.3,"R",0
93,2304,0.61,1.36,0.09,2.16,"L",24,92.8,"R",0
72.6,1882,-0.56,1.78,0.12,3.98,"R",1,99.2,"R",0
91.2,2464,-0.62,1.64,0.27,2.23,"R",12,101.7,"R",0
90.6,2309,-0.6,1.11,-0.02,2.75,"R",31,92.4,"R",0
96.3,2291,-0.71,1.17,0.67,2.46,"R",22,95.5,"R",0
89.1,2101,-1.07,1.08,0.24,3.3,"R",44,97.9,"L",0
98.3,2332,-0.8,1.5,0.1,2.69,"R",19,89.6,"L",0
92.7,2474,0.28,1.26,-1.21,3.01,"L",69,80,"R",0
90.9,2118,-1.14,1.16,-0.44,2.06,"R",25,95.9,"L",0
97.6,2483,-0.96,1.37,-0.71,2.49,"R",16,95.9,"R",0
87.8,2120,0.36,0.67,0.26,1.83,"R",-29,63.2,"R",0
90.7,2317,1.33,0.95,-0.18,3.27,"L",-3,98.8,"R",0
95,2064,-1.12,1,-0.13,2.43,"R",6,95.5,"R",0
93.1,2119,-0.77,1.11,0.78,2.84,"R",35,86.8,"L",0
88.6,2071,-0.51,1.21,-0.13,3.07,"R",35,100.8,"L",0
94.9,2198,-1.51,0.86,0.59,2.33,"R",13,98.7,"R",0
92.7,2017,-1.29,0.34,-0.22,2.37,"R",7,103.8,"R",0
90.8,2096,1.04,0.9,0.26,1.64,"L",7,81.6,"R",0
77.5,2094,0.76,-1.3,0.49,2.32,"R",3,104.8,"R",0
91.1,2221,-0.06,0.69,-0.43,2.08,"R",21,105.2,"R",0
76.1,2073,-0.85,1.6,-1.18,1.62,"R",69,80,"L",0
89.5,2186,-1.02,1.46,-0.32,2.11,"R",9,102.1,"L",0
93.4,2291,-1.37,1.05,-0.58,3.35,"R",-21,87.6,"L",0
98.3,2321,-0.94,1.15,-0.73,2.29,"R",24,75.7,"R",0
93.7,2034,-1.4,0.82,0.62,2.52,"R",59,65.4,"L",0
94.9,2248,-1.02,1.19,-0.62,3.38,"R",43,98.7,"L",0
86.2,2364,1.59,0.62,0.83,2.43,"L",14,87.4,"R",0
84.2,2368,-0.29,0.27,-0.37,2.17,"L",14,103.5,"L",0
92.4,2395,-0.43,1.38,-0.92,2.1,"R",23,95.7,"L",0
90.8,2396,-0.66,1.71,-1.03,1.96,"R",9,105.1,"R",0
92.1,2297,0.96,1.29,0.67,2.03,"L",8,105.5,"L",0
78.4,2540,0.54,-1.12,-0.47,1.97,"R",30,97.2,"R",0
93.8,2363,-0.9,1.27,-0.51,1.87,"R",-12,90.7,"R",0
89.2,1654,-1.36,0.45,-0.58,1.81,"R",-40,77.1,"L",0
89,2108,1.51,-0.12,0.21,1.76,"L",7,95,"L",0
89.4,2314,0.36,0.47,0.63,2.11,"R",26,90.4,"R",0
91.3,1771,-1.3,-0.27,0.32,1.57,"R",-16,77.9,"L",0
94,2438,-0.62,1.5,-0.54,2.72,"R",0,87.5,"R",0
97.5,2422,-0.19,0.98,0.44,2.53,"R",-34,100,"R",0
84.9,2477,0.92,0.01,-0.17,2.04,"R",42,84.1,"L",0
81.2,2608,0.64,-1.01,0.04,2.42,"R",30,99.1,"R",1
82.1,2674,0.72,-0.53,0.07,1.44,"R",15,91.5,"R",0
97.9,2206,-1.2,0.91,-0.8,2.35,"R",-46,74.2,"R",0
81.5,1992,0.88,0.78,0.78,2.09,"L",-17,71.7,"R",0
96.1,2232,1.19,1.31,-0.09,2.94,"L",43,85.1,"R",0
89.7,2334,0.57,1.6,0.85,2.69,"L",69,80,"R",0
93,2370,0.69,1.19,-0.05,1.95,"L",27,95.3,"R",0
93.9,2153,0.91,1.26,-0.81,3.12,"L",51,69,"R",0
90.3,1808,-1.32,0.76,-0.63,1.88,"R",-6,98.5,"L",0
94.8,2258,-1.45,0.79,-0.58,1.8,"R",2,85.3,"R",0
85.2,1441,-0.94,0.63,0.16,2.39,"R",7,104.9,"L",0
77.9,2349,-0.48,-0.47,-0.44,2.64,"L",10,77.4,"R",0
92.1,2271,1.48,0.99,-0.2,2.49,"L",27,100.1,"R",0
79.9,2496,0.57,-0.22,-0.56,1.95,"R",29,92.8,"L",0
96.8,2100,-0.92,0.84,-0.32,2.93,"R",22,102.2,"R",1
87.7,2443,0.22,0.43,0.73,2.15,"R",18,92.9,"R",0
89.9,2153,1.13,0.96,-0.52,2.36,"L",39,89.2,"R",0
89.7,2590,-0.03,0.83,-0.08,1.86,"L",-6,89.8,"R",0
94.2,2281,1.05,0.21,0.49,1.95,"L",-14,107.3,"R",0
81.1,1605,0.9,0.38,1.11,1.72,"L",13,87.1,"R",0
93.1,2287,-0.31,0.57,0,2.45,"L",10,96.4,"R",0
89.1,1926,-0.17,1.25,0.74,2.66,"R",7,85.4,"L",0
94,2377,-0.76,1.75,-0.59,2.74,"R",-30,93.3,"L",0
74.7,2188,-0.6,-1.13,0.06,2.58,"L",31,106.4,"R",1
83.1,1594,-1.03,0.51,-0.2,1.65,"R",10,91.8,"L",0
90.9,1999,-1.39,0.38,-0.49,2.37,"R",-11,81,"R",0
83.2,2566,0.21,-0.02,0.5,2.77,"R",13,103.3,"R",0
85.5,2526,-0.27,0.46,-0.1,2.27,"L",63,97.4,"R",0
95.1,2299,-0.87,1.11,-0.32,3.08,"R",25.0223939393939,101.706059486838,"L",0
85.4,2513,0.42,0.12,1,1.84,"R",11,62.2,"R",0
86.9,2541,-0.17,0.7,0.17,2.95,"L",-7,94.8,"R",0
86.7,2266,0.62,1.58,-0.94,2.45,"L",20,65.1,"R",0
92.5,2346,-0.59,1.33,0.04,2.01,"R",16,100.7,"L",0
89.1,2513,-0.58,1.02,-0.38,3.06,"L",53,76.9,"R",0
89.7,2310,-1.13,1.22,-0.09,2.33,"R",29,103.4,"R",0
95,2275,-0.72,1.04,-0.02,1.99,"R",4,105.7,"R",0
89.2,3023,0.75,-0.23,-0.37,2.23,"R",33,95.8,"L",0
88.8,2684,-0.39,0.97,-0.39,2.26,"L",-11,107.2,"R",0
73.8,2563,-0.91,-1.09,0.94,2.5,"L",33,93.4,"R",0
83.9,2334,0.43,0.18,0.8,1.7,"R",-1,67.6,"R",0
85.9,2523,0.05,0.01,0.12,1.52,"R",12,76.2,"L",0
87.6,2958,0.85,-0.33,-0.14,2.19,"R",-21,82.9,"L",0
81.8,2378,0.48,-0.79,-0.66,2.77,"R",30,90.5,"L",0
93.8,2296,-1.19,0.77,0.3,2.67,"R",-3,100.2,"R",0
90.6,1983,-0.88,1.29,-0.9,2.72,"R",45,51.7,"R",0
80.6,2220,0.59,-0.67,-0.26,2.48,"R",-21,82.9,"R",0
95,2249,-0.46,1.13,-0.33,1.96,"R",10,106.5,"L",0
88,2592,-0.28,1.18,-0.03,2.81,"L",-19,75.2,"R",0
92.9,2434,1.23,0.98,1.3,2.41,"L",11,71.2,"R",0
93.8,2448,0.94,1,0.09,2.27,"L",1,111.7,"L",0
94.3,2299,-1.04,1.15,-0.28,2.46,"R",30,91.4,"R",0
92.1,1971,-1.24,0.6,1.42,2.09,"R",-5,82.9,"L",0
81,2797,1.29,-0.24,0.2,2.01,"R",-16,85.8,"R",0
92.7,2254,-0.29,1.23,0.44,1.44,"R",7,104.2,"L",0
95.9,2255,-1.42,0.87,-0.11,1.82,"R",-25,94.6,"L",0
92.3,1991,0.4,1.19,-0.51,2.98,"L",35,81.8,"R",0
91.4,2065,-0.78,0.69,-0.6,2.38,"R",-55,59,"L",0
89.2,2258,-1.13,0.6,-0.87,2.25,"R",11,93.1,"R",0
91.2,1717,-0.61,0.87,-0.05,1.75,"R",10,96.9,"L",0
90,2239,-0.28,0.73,0.36,2.52,"L",21,101.1,"R",0
92,2128,-1.2,1.43,0.27,2.6,"R",69,80,"L",0
77.9,2366,0.77,-0.83,0.26,1.81,"R",26,102.6,"R",1
94.9,2086,-0.68,1.2,-0.02,1.8,"R",30,95.2,"R",1
96.2,2511,-0.99,1.06,-0.07,3.41,"R",69,80,"R",0
80.1,824,0.71,0.37,0.18,2.47,"L",49,92.1,"R",0
90,2263,-0.76,1.23,-0.5,1.79,"R",4,99.8,"L",0
89.6,2279,0.27,0.61,0.51,2.48,"R",-2,75.5,"L",0
96.5,2339,-0.56,1.15,0,3.67,"R",61,68.1,"L",0
80.6,2289,-0.13,-0.19,-0.82,1.69,"L",32,84.9,"L",0
95.3,2248,-1.05,0.73,-0.02,3.24,"R",53,92.3,"L",0
79.9,2380,1.07,0.06,0.94,2.46,"R",-10,63.1,"R",0
71.4,1722,-0.23,-0.59,0.18,2.67,"L",13,91,"R",0
93.9,2527,-0.37,1.46,-0.1,2.03,"R",-2,75.6,"R",0
82.5,1888,-0.95,1.18,0.03,2.34,"R",-10,82.6,"L",0
73.3,1637,-0.16,-0.62,0.02,2.04,"L",32,86.8,"L",0
93.8,2317,-0.9,1.24,-0.29,3.94,"R",58,62,"R",0
89.9,1555,-0.76,-0.08,-0.44,1.67,"R",-15,92.8,"L",0
95,2493,-1.1,1.08,-0.95,2.59,"R",45,61,"R",0
92.5,2126,0.72,1.32,0.13,2.55,"L",39,95.7,"L",0
95.7,2216,0.1,1.58,0.29,2.42,"R",15,60.2,"L",0
84.1,2772,0.69,-0.71,-0.16,1.81,"R",39,89.2,"L",0
97,2244,1.25,1.15,-0.32,2.73,"L",69,80,"R",0
91.1,1951,-0.97,1.19,0.04,2.54,"R",69,80,"R",0
86.6,2486.20571428571,0.69,-0.18,0.38,1.61,"R",24,93.1,"L",0
85.4,2261,0.43,0.09,0.58,3.46,"R",24,99.3,"R",1
91.4,2383,-0.36,0.92,0.4,1.94,"R",-6,81.2,"R",0
89.5,2558,0.63,0.67,-0.01,3.79,"R",47,61.5,"L",0
92.5,2473,0.71,1.21,-0.33,2.82,"L",49,64.7,"R",0
95.8,2388,-0.43,1.22,0.22,2.77,"R",17,74.6,"L",0
91.3,2295,1.55,0.38,0.13,1.77,"L",15,97.7,"R",0
93.5,2384,0.48,1.08,0.18,1.36,"L",-9,100.1,"R",0
94.1,2242,-1.01,0.44,-0.45,2.28,"R",22.3370267379679,103.140666666667,"L",0
82.6,1154,0.6,0.54,0.44,1.92,"L",0,71.9,"R",0
92,2271,-0.52,0.47,-1.14,2.81,"R",-5,62.8,"R",0
84.5,2151,0.33,0.34,1,1.66,"R",9,87.4,"L",0
93.8,2346,-0.65,1.17,0.33,1.79,"R",10,91.6,"R",0
92.2,2269,-0.07,0.74,0.01,3.17,"R",69,80,"L",0
97,2116,-1.03,0.99,-0.5,2.74,"R",-11,84.2,"R",0
85.7,1667,-1.19,0.42,-0.96,2.36,"R",16,92.2,"L",0
94.5,2036,-0.28,1.46,-0.23,2.03,"R",36,95.6,"L",0
83.8,2351,0.22,0.25,0.04,1.76,"R",40,101.1,"R",0
84.5,1780,1.11,0.43,0.69,2.93,"L",-6,95.5,"R",0
90.3,2161,1.53,0.51,0.11,3.19,"L",27,98.7,"R",0
78.6,2228,0.96,-0.66,-0.04,2.37,"R",15,92.5,"R",0
90.8,2106,-1.31,0.56,-0.66,1.6,"R",0,97.9,"R",0
83,1268,-0.98,0.1,-0.46,2.04,"R",-22,96.2,"L",0
94,2485,-0.14,0.97,0.69,2.29,"R",4,99.1,"L",0
90.7,1952,-0.86,1.1,-0.18,2.2,"R",31,99.4,"L",1
92.6,2316,-1.34,0.67,-0.65,2.56,"R",11,75.9,"L",0
85.5,1695,1.21,0.23,0.41,1.05,"L",-21,82.9,"R",0
88.9,2220,-1.46,0.44,-1.23,2.36,"R",-17,90.3,"L",0
77.9,2614,0.68,0,0.6,2.15,"R",10,80.2,"R",0
78.2,2207,0.61,-0.14,-0.64,2.53,"R",24,73.9,"R",0
78.4,1874,-0.15,-0.22,-0.41,2.58,"L",62,89,"R",0
91.7,2209,-0.32,1.23,0,1.95,"R",26,104.4,"L",1
90.6,2480,-0.13,0.78,-0.95,2.09,"L",12,97.6,"R",0
85.4,2410,1.2,0.92,-0.15,1.98,"L",-5,98.8,"R",0
83.6,2278,0.18,-0.2,0.41,1.28,"R",-21,73.3,"R",0
85.5,2287,-0.48,-0.03,-0.05,1.97,"L",9,84.2,"R",0
80.9,1762,-1.16,0.83,-0.84,1.24,"R",29,68.3,"L",0
93,2247,0.71,1.31,0.55,2.37,"L",22.33,100.132,"L",0
92.5,2374,0.96,0.89,0.94,2.9,"L",43,60,"L",0
91.4,2349,1.12,0.8,0.52,2.64,"L",28,81,"R",0
76.8,2459,-0.56,-1.09,-0.39,1.8,"L",-4,103.7,"R",0
90,2162,1.03,0.51,0.77,1.83,"L",16,103.8,"L",0
75.9,2553,0.82,-0.98,-0.71,2.64,"R",5,104.1,"R",0
85,2442,1.09,0.85,0.18,2.57,"L",46,90.8,"R",0
91.8,2275,0.69,1.17,0.21,2.07,"L",2,102.7,"R",0
93.4,2726,0.54,1.08,0.91,1.52,"R",9,102.2,"L",0
92.7,1953,0.68,1.05,0.09,2.08,"L",-16,92.1,"L",0
85.9,2151,-0.04,0.57,0.76,1.75,"R",17,76.3,"R",0
88.8,2311,-1.36,0.52,-0.29,1.29,"R",-17,90.3,"L",0
88.2,2231,0.4,0.13,0.41,2.36,"R",-39,75.7,"L",0
88.5,1956,-0.95,1.04,-0.76,1.99,"R",15,97.8,"R",0
94.8,2643,-0.03,0.96,0.02,3.13,"R",34,76.6,"L",0
87.7,1904,-0.15,1.01,0.22,2,"R",-18,89.2,"L",0
93.4,2319,0.02,1.09,-0.42,2.62,"R",-26,86.5,"L",0
92.6,2341,-0.97,1.33,0.24,3.18,"R",50,91.8,"L",0
95.7,2209,1.38,0.92,-0.34,3.08,"L",-5,95.4,"L",0
96.4,2597,-0.85,1.44,0.27,2.14,"R",12,75.9,"R",0
88.2,2566.09,0.38,-0.07,-0.64,1.92,"R",23,101.7,"L",1
82.8,2746,-1.33,-0.63,-0.32,1.79,"L",-4,76,"L",0
77.3,2201,-1.46,-0.18,-0.95,2.33,"L",49,67.7,"L",0
85,1509,-0.84,0.43,0.02,2.51,"R",49,89.4,"L",0
92.5,2134,1.23,1.22,0.48,1.68,"L",4,96.2,"R",0
89.7,2024,-1.14,0.94,-0.95,3.18,"R",69,80,"R",0
96.4,2510,-1,1.34,0.75,3.01,"R",27,93.1,"R",0
80.8,2005.115,0.53,0.73,0.32,3.27,"R",-13,105,"R",0
84.6,2095,-0.16,0.4,0.04,2.53,"L",37,105.6,"R",1
92.2,2180,-0.8,1.57,-0.86,2.22,"R",30,105.9,"R",1
96.2,2214,0.12,1.09,0.23,3.2,"R",14,109.7,"L",0
92.2,2006,-1.12,1.05,0.12,2.82,"R",21,89.7,"L",0
82.3,1998,1.51,0.66,0.54,1.82,"L",19,79.5,"R",0
91.2,1976,1.09,0.93,0.14,2.11,"L",30,82.5,"R",0
85.7,2008,-1.23,0.56,-0.45,1.16,"R",-21,82.9,"L",0
90.7,2280,-0.3,1.26,1.47,2.35,"R",-11,51.3,"L",0
90.2,2161,1.53,0.58,1.01,2.16,"L",-26,71.3,"R",0
90,2308,-0.05,1.83,0.51,3.13,"R",10,99.6,"R",0
90.8,2622,0.1,0.47,-0.42,2.52,"R",40,86.4,"R",0
92.9,2444,-0.64,0.92,-0.58,2.65,"R",1,97.8,"R",0
84.3,2468.236089838,0.45,-0.43,-0.87,1.97,"R",-31,70.3,"L",0
78.7,2782,-0.68,-1.51,-0.57,1.21,"L",-14,76.7,"L",0
94.2,2007,-0.12,1.17,0.67,2.26,"R",-2,76.1,"R",0
93.3,2188,-1.3,0.9,-0.35,3.45,"R",14,93.1,"L",0
89.4,2206,-0.88,0.96,-0.82,1.89,"R",-28,70.8,"L",0
89.9,2148,-0.03,1.2,0.38,2.32,"R",69,80,"L",0
94.9,2149,0.73,0.66,-0.28,1.08,"L",-11,83.1,"R",0
76.2,2870,-1.15,-1.28,0.36,1.11,"L",-21,82.9,"R",0
91.2,2195,-0.51,1.26,0.46,2.37,"R",51,81,"L",0
96,2135,-0.14,1.01,0.42,2.57,"R",-25,90.5,"L",0
95.6,2420,-0.79,0.93,0.6,3.44,"R",12,70.5,"L",0
81.5,2216,-0.13,-0.42,-0.66,1.99,"R",43,83.3,"L",0
94.2,2037,-0.37,1.32,-0.61,3.72,"R",27,95.1,"R",0
91.4,2102,-1.39,0.48,-0.67,1.96,"R",-6,96.3,"R",0
90.7,2399,-0.88,1.44,-0.73,2.67,"R",3,96.9,"L",0
86.8,2122,-1.23,0.05,-0.99,2.75,"R",48,76.3,"L",0
90.2,2264,0.15,0.54,-0.31,2.8,"R",36,103.6,"R",1
86.3,1890,1.15,1.2,-0.1,2.74,"L",13,103.7,"R",0
95.2,2201,-0.38,1.2,0.29,3.28,"R",2,96.4,"R",0
91,2163,0.95,1.07,-0.26,2.15,"L",4,102.7,"R",0
91.6,2185,-1.05,0.75,0.57,2.49,"R",58,93.3,"R",0
85.4,2610,0.45,-0.23,0.07,2.72,"R",16,106.1,"L",0
89.5,2155,-0.29,0.69,-0.49,2.46,"R",2,91.5,"R",0
77.9,1631,1.3,0.95,0.75,1.92,"L",-13,85.9,"R",0
91.2,2330,0.05,0.68,0.6,1.82,"R",3,94.9,"R",0
85.5,1393,-1.17,0.44,-1.08,1.88,"R",17,86,"L",0
90,2142,0.76,1.22,0.27,2.1,"L",50,87.3,"R",0
95.3,2276,0.04,1.01,-0.72,2.85,"L",-20,80,"R",0
89.1,2289,0.94,0.37,0.47,3.03,"R",13,98.5,"R",0
91.6,2410,-0.92,1.36,-0.36,2.17,"R",69,80,"R",0
88.5,2108,-0.96,0.96,-1.37,2.95,"R",35,59,"R",0
85.6,3012,0.88,-0.27,-0.04,2.15,"R",24,104.8,"R",1
87.8,2282,0.34,0.12,-0.59,2.92,"R",69,80,"R",0
96.4,2263,-1.41,0.55,-0.56,2.13,"R",-21,82.9,"R",0
89.9,2272,0.44,1.29,-0.61,2.73,"L",26,94.9,"R",0
87.2,2211,-0.24,0.4,0.1,3.01,"L",43,80.8,"L",0
90.8,1878,0.53,1.28,0.26,2.81,"L",30,100.6,"L",0
91.2,2237,-0.34,0.79,0.01,2.48,"R",2,100,"R",0
96.4,2209,1.18,0.89,0.3,1.98,"L",-22,103.6,"L",0
74.2,2494,-1,-1.14,0.39,1.85,"L",-12,95.3,"R",0
91,2255,-0.75,1.48,0.08,3.18,"R",42,85.5,"R",0
98,2105,-0.69,1.26,0.94,2.62,"R",3,103,"R",0
85,2453,0.54,-0.39,0.13,2.78,"R",-3,92.3,"L",0
89.1,2110,-1.4,0.83,-0.41,1.89,"R",-54,68.1,"L",0
92.1,1607,-1.36,0.63,-0.67,3.24,"R",29,89,"R",0
95.1,2094,-0.77,1.1,0.62,2.43,"R",35,84.8,"L",0
84.6,2004,0.16,0.58,-0.11,2.38,"R",5,96.6,"R",0
88,1972,-0.9,0.63,0.77,2.76,"R",53,76.6,"L",0
84.3,1560,1.13,0.3,0.51,2.95,"L",21,100.4,"R",0
89.8,2562,-0.13,0.7,0.78,2.36,"R",-2,95.5,"L",0
85,2148,0.41,0.48,-0.44,3.48,"R",17,91.7,"L",0
84.2,2257,0.4,0.16,0.48,1.55,"R",53,73.3,"R",0
94.4,2133,1.41,0.81,0.2,3.27,"L",-15,80.5,"L",0
93.3,2262,-0.67,1.21,-0.19,2.39,"R",15,103,"L",0
79.1,2027,-0.26,1.59,1.08,2.53,"R",21,88.3,"R",0
92.3,2462,0.01,0.97,1,2.65,"R",-4,99.1,"R",0
83.5,1912,1.24,0.6,0.41,2.02,"L",14,100.2,"R",0
93,2233,-0.8,1.28,0.29,2.48,"R",6,90,"L",0
82.3,1582,-0.74,0.98,0.06,2.84,"R",45,77.3,"L",0
85.9,2332,1.36,0.67,-0.01,2.56,"L",36,94.4,"R",1
87.6,1969,-1.12,0.6,-0.07,2.16,"R",18,100.6,"L",0
85.9,2300,0.21,0.44,0.38,2.38,"R",-9,78.9,"R",0
86.2,2122,-1.36,0.48,-0.71,1.74,"R",14,95.8,"L",0
88.8,2294,0.31,0.39,0.18,1.29,"R",0,56,"R",0
78,1997,-0.77,1.42,0.36,2.74,"R",31,96.5,"R",0
82.9,2171.92666666667,-0.6,0.63,-0.62,2.45,"L",19,84.9,"L",0
86.8,1915,-1.38,0.31,-0.82,2.6,"R",61,92.3,"L",0
89.8,2350,-1.37,0.15,-1.56,2.3,"R",26,55.5,"R",0
84.1,1648,1.12,0.3,0.56,1.43,"L",4,84.6,"R",0
90.8,2184,0.04,1.33,0.07,1.67,"R",23,85.9,"L",0
92.4,2355,0.89,0.76,0.07,1.63,"L",-26,92.5,"R",0
95.5,2284,-1.01,0.98,0.06,1.63,"R",6,111.8,"L",0
92,2528,0.32,1.16,0.29,1.57,"R",-40,87.8,"L",0
86.2,2335,0.05,-0.65,0.2,1.59,"R",-12,95.8,"L",0
95.1,2205,-1.07,1.09,-0.21,2.17,"R",15,107.7,"R",0
90,2224,-1.04,0.18,-1.05,3.32,"R",38,70.4,"R",0
87,2040,-0.09,0.39,0.38,1.94,"L",-12,98.9,"R",0
91.9,2244,-0.88,1.41,-0.15,1.95,"R",-7,99.4,"R",0
92,2057,0.55,1.11,-0.14,3.08,"L",-28,93,"R",0
93.1,2302,-0.73,1.25,0.57,3.15,"R",12,104.1,"L",0
90.4,2025,-1.2,0.67,-1.19,1.8,"R",-49,67.2,"L",0
92,2426,0.03,0.62,0.43,2.58,"R",34,98.1,"R",0
90.4,1891,1.24,0.55,0.96,2.11,"L",-27,84.8,"R",0
87.3,1952,-1.65,0.92,-0.2,2.49,"R",16,87.8,"R",0
88.3,2157,-0.03,0.29,0.08,1.95,"R",11,103.9,"R",0
92.4,2175,-0.95,1.12,-0.17,2.3,"R",21,97.4,"L",0
92.4,2451,-0.44,1.78,-0.53,2.01,"R",4,93.5,"L",0
94.8,2224,-1.18,1.09,-1.14,2,"R",-2,69.1,"L",0
79.8,1233,-0.27,0.66,0.24,2.01,"R",29,104.9,"L",1
88.5,2239,1.06,1.06,1.18,3.71,"L",12,86.5,"R",0
75.3,1982,-0.69,1.45,0.49,2.12,"R",22,92.2,"R",0
91.3,2079,0.01,1.41,0.49,2.72,"R",58,74.2,"R",0
91,2240,0.78,1.53,-0.48,2.04,"L",28,101.6,"R",0
80.6,2151,1.5,0.39,0.28,2.39,"L",19,106.6,"R",0
96.6,2209,-0.18,1.43,0.68,2.64,"R",-27,70.1,"L",0
94.6,2070,-1.04,0.81,0.38,1.65,"R",-21,82.9,"R",0
84.2,2268,0,0.41,0.62,1.59,"R",-6,84.1,"R",0
81.5,2095,-0.21,-0.54,-0.03,1.92,"L",33,81.2,"R",0
91.6,2074,1.09,0.99,-0.05,2.43,"L",32,92.1,"L",0
91.8,2172,1.23,0.93,0.78,2.29,"L",34,85.7,"R",0
82.5,2082,0.63,0.28,-0.47,1.85,"L",41,77.1,"R",0
91.3,2315,-0.31,0.77,0.28,1.31,"R",-21,82.9,"L",0
86,2316,-0.18,-0.11,0.43,2.71,"R",69,80,"L",0
97.9,2413,-0.96,1.19,-0.35,1.75,"R",-26,93.5,"L",0
81.5,2621,1.12,0.11,0.29,1.43,"R",32,90.1,"L",0
94.4,2188,-0.88,1.11,-1.09,3.65,"R",-2,84.7,"L",0
92.5,2234,1.25,0.71,0.29,1.38,"L",-21,82.9,"R",0
94,2371,-1.3,1.03,-0.36,2.11,"R",27,108.1,"R",1
91.1,2309,-0.94,1.53,0,2.75,"R",17,72.5,"L",0
91.3,2065,-0.3,1.43,0.56,2.95,"R",-16,69.7,"R",0
94.5,2463,-0.01,1.15,-0.02,2.94,"R",12,84.7,"L",0
79,2309,1.01,0.02,-0.17,3.03,"R",21,90.4,"R",0
83.9,2444,0.1,-0.06,0.47,2.6,"R",67,73,"R",0
90.2,2478,-0.85,1.25,0.22,3.65,"R",55,86.4,"L",0
83.7,2284,0.34,0.9,1.27,2.5,"R",-30,76.6,"R",0
85,2107,1.24,1.08,0.85,2.2,"L",-3,100,"R",0
90.7,2324,0.3,1.18,0.66,1.76,"R",12,91.4,"R",0
80.4,1062,0.71,0.25,-0.11,2.36,"R",45,95.3,"L",0
81.2,2218,1.11,-0.36,-0.13,2.74,"R",-4,97.3,"L",0
87.8,2111,-0.29,0.57,0.07,1.73,"L",-21,82.9,"R",0
92.7,2114,-0.75,1.4,-0.33,3.43,"R",7,53.2,"R",0
91.7,2144,-1.22,1.03,0.1,3.15,"R",-30,72,"R",0
95.4,2489,-1.09,1.14,0.1,3.07,"R",-21,82.9,"L",0
93.5,2570,-0.47,1.28,0.17,2.65,"R",69,80,"R",0
87,2243,0.27,1.09,0.6,1.97,"R",18,85.9,"R",0
83.1,2364,-0.52,0.7,0.35,2.74,"L",31,99.1,"R",0
78.4,1883,-0.37,0.02,0.05,1.91,"L",6,77.1,"L",0
85.1,2357,0.33,0.3,0.59,1.96,"R",8,105.6,"L",0
86.3,1983,0.06,0.12,0,2.8,"R",11,99.9,"R",0
77.1,2175,-0.33,-0.47,-0.01,2.25,"L",26,101,"R",1
92.1,2034,-1.07,1.38,0.15,1.66,"R",32,92.4,"L",0
87.9,2635,-0.64,0.2,-0.01,2.48,"L",18,85.6,"R",0
77.4,2574,-0.87,-1.22,-0.22,2.36,"L",-17,90.3,"L",0
91.2,1958,-1.09,0.3,-0.31,3.05,"R",21,100.6,"R",0
81.4,1470,-0.5,1.34,0.34,2.54,"R",47,69.3,"R",0
92.3,1933,-0.23,1.11,0.53,2.55,"R",14,87.5,"L",0
92.7,2433,-0.15,1.49,0.55,4.43,"R",54,86.9,"R",0
84.2,1976,-1.39,0.01,-0.68,1.67,"R",1,65.4,"L",0
78.9,2396,-0.87,-0.87,-0.55,2.06,"L",-3,104.4,"R",0
86,2119,-1.61,0.34,0.5,2.13,"R",-22,84.7,"R",0
