"pitch_speed","pitch_spin","pitch_horizontal_movement","pitch_vertical_movement","plate_x","plate_z","pitcher_hand","launch_angle","launch_speed","stand","home_run"
97.1,2357,-0.62,1.54,-0.28,1.37,"R",10,95.4,"L",0
93.5,2341,0.72,1.86,-0.09,2.97,"L",7,95.7,"L",0
81,2736,0.7,0.28,0.15,2.21,"R",28,102.9,"R",1
89.4,1306,-0.09,0.36,-0.31,2.53,"L",7,105.1,"L",0
82,1593,-1.2,0.9,-0.61,1.91,"R",-21,82.9,"R",0
79,2757,-0.38,-0.85,-0.04,2.69,"L",-39,50.7,"R",0
95.8,2652,-1.17,1.23,-0.12,3.07,"R",17,85.9,"L",0
92.3,2227,1.2,1,0.81,1.85,"L",-36,58.8,"R",0
90.1,1518,-0.99,0.44,-1.2,2.17,"R",-31,83.3,"L",0
96.8,2575,-1.21,1.51,0.26,2.63,"R",47,85.9,"R",0
89.7,2155,1.25,1.58,0.6,1.44,"L",1,98.5,"R",0
93.7,2018,-0.72,0.83,-0.33,1.87,"R",-21,82.9,"L",0
85.5,2039,-0.19,0.68,-0.94,1.92,"R",6,86.5,"L",0
87,2823,0.66,0.06,0.41,1.88,"R",4,95.1,"R",0
89.5,1945,1.49,0.92,0.27,1.77,"L",17,99.7,"R",0
95.7,2409,-1.12,1.04,-0.43,2.69,"R",31,92.7,"R",0
91.7,2244,-0.84,1.49,-0.94,1.96,"R",-2,98.4,"R",0
90.2,2146,-0.74,1.51,0.67,2.09,"R",5,82.3,"L",0
97.7,1909,-1.14,1.08,0.34,1.77,"R",0,102.3,"L",0
79.4,1690,1.22,1.04,1.06,2,"L",33,63.9,"R",0
95,2261,-1.32,1.04,0.21,1.64,"R",-17,96.7,"L",0
92.4,2253,-0.64,1.42,0.84,1.88,"R",11,102,"L",0
93.9,2413,0.1,0.81,0.47,2.07,"R",-3,105.1,"R",0
95.4,2161,-0.74,1.1,-0.33,3.08,"R",26,103.6,"L",1
98.9,2391,-0.71,1.08,0.05,2.47,"R",50,79.2,"L",0
95.2,2408,0.56,1.51,-0.78,2.04,"L",24,94.2,"R",0
81.9,2377,0.61,0.57,0.19,1.89,"R",39,73.9,"R",0
92.7,2093,-0.64,1.14,0.44,1.96,"R",10,100.5,"R",0
80.7,2717,1.01,-0.67,0.06,2.15,"R",-1,99.1,"R",0
85.8,2374,0.67,0.64,0.21,2.64,"R",39,80.7,"L",0
92.5,2319,1.7,0.59,-0.35,2.39,"L",-6,97.4,"L",0
96.1,2004,1.12,1.52,-0.45,2.67,"L",39,99,"L",0
89,2215,-0.81,1.53,-0.03,2.12,"R",23,97.9,"R",0
86.9,2398,-0.26,0.24,-0.73,2.33,"L",13,76.7,"R",0
92.4,2453,-0.49,1.67,-0.43,1.89,"R",27,91,"L",0
88.7,2223,-1.28,1.19,-0.77,2.42,"R",31,79.4,"L",0
87.8,2321,0.09,1.13,-0.79,2.43,"L",69,80,"R",0
84.4,1324,-1,0.19,-1.37,2.85,"R",-21,82.9,"L",0
91.7,2065,-1.54,0.39,-0.4,1.97,"R",-3,90.2,"R",0
92.4,2214,-0.58,1.04,0.58,2.02,"R",-45,43.5,"R",0
89.4,1964,-1.13,1.23,-0.32,2.28,"R",78,80.2,"L",0
87,1826,-0.72,0.73,-1.17,2.64,"R",-17,81.9,"L",0
93,2102,1.21,1.05,-0.22,2.85,"L",8,110.7,"R",0
85.6,2538.18,0.31,-0.34,-0.25,2.14,"R",48,71.4,"R",0
80.2,2166,0.34,-0.29,0.7,2.17,"R",5,98.2,"R",0
93.4,2203,-1.6,1.16,-0.01,2.24,"R",6,101.4,"L",0
91.5,2243,-0.64,1.62,-0.6,2.94,"R",16,95.1,"R",0
81.3,1678,0.41,1.92,-0.22,2.2,"L",-21,82.9,"R",0
90.3,2448,-0.89,1.87,0.04,2.37,"R",38,97.5,"R",0
84.7,2102,0.66,0.97,-0.04,2.33,"R",1,97.1,"L",0
83.6,1864,-1.51,1.24,-0.98,2.53,"R",31,88.4,"L",0
95.4,2420,-0.71,1.42,-0.65,3.22,"R",26,105.3,"R",1
81.2,1783,0.55,1.73,0.95,2.07,"L",13,100.7,"R",0
97.8,2113,-0.2,1.2,0.05,3.66,"R",28,102.5,"R",1
92.8,2089,1.26,1.15,0.21,1.86,"L",-2,94.1,"R",0
84.6,2195,-0.97,0.2,-0.09,2.38,"L",68,79.1,"L",0
92.2,2098,1.11,1.21,-0.6,2.27,"L",-21,82.9,"R",0
84.2,1655,-0.81,1.21,-0.44,1.99,"R",24,100.1,"L",0
84.9,837,-0.44,0.13,0.65,2.46,"R",46,93.3,"R",0
90.3,2169,-1.24,0.95,-0.13,2.15,"R",19,39,"R",0
83.6,2385,0.34,0.54,0.48,3.27,"R",-7,87.6,"R",0
90.5,2189,1.51,1.46,0.46,1.85,"L",21,104.3,"L",0
90.1,2041,1.45,1.13,0.65,1.86,"L",7,94.9,"R",0
87,2130,-0.03,1.2,0.29,3.01,"L",81,79.9,"R",0
96.2,2160,-0.96,1.69,0.15,3.52,"R",51,89.4,"L",0
94.8,2235,-0.59,1.44,0.06,2.73,"R",1,112.2,"R",0
77.2,2575,-0.04,-0.94,-0.32,3.13,"R",67,67.6,"R",0
90.6,2038,1.47,1.24,-0.09,3.41,"L",31,100.7,"R",1
89.1,2007,-0.38,1.89,0.16,1.46,"R",50,77.4,"R",0
92.7,2031,-0.85,1.84,-0.69,4.06,"R",69,80,"R",0
82.9,2343.29391304348,0.42,0.23,-0.55,2.3,"R",17,93.3,"R",0
95.1,2350,-0.27,1.35,0.94,2.24,"R",27,67.5,"R",0
90.6,1776,1.23,1.15,-0.13,2.07,"L",9,102.9,"R",0
98.3,2510,-0.89,1.62,-0.14,1.98,"R",15,82.2,"R",0
94.2,2050,-1.82,0.87,0.17,1.9,"R",-29,74,"L",0
95.6,2390,-0.26,1.18,-0.24,2.42,"R",38,102.6,"R",0
83.5,2524,0.56,0.2,0.73,1.47,"R",-21,82.9,"L",0
85.9,2441,-0.18,0.25,-0.44,1.57,"L",-46,52.8,"L",0
85.6,1717,0.91,0.38,0.33,1.44,"L",8,81.7,"R",0
92.5,2120,1.33,1.43,-0.2,3.7,"L",60,78.7,"R",0
98.8,2249,0.34,1.57,0.26,3.58,"L",68,87.9,"R",0
82.6,2077,-0.62,0.95,0.3,3.03,"L",12,83.2,"L",0
91.4,2036,-0.88,1.12,-0.61,3.1,"R",38,79.8,"R",0
92.7,2429,-1.7,0.6,-0.93,2.14,"R",1,77.8,"L",0
76,2927,1.23,-0.83,-0.11,1.65,"R",29,90.9,"L",0
85,2343,0.12,0.14,-0.59,1.37,"R",11,87.6,"R",0
94.3,2237,-0.7,1.43,-0.32,2.99,"R",21,100.5,"L",0
95.4,2420,-0.92,1.08,0.36,3.07,"R",-25,74.6,"L",0
89.8,2059,1.02,1.5,0.11,2.77,"L",-19,86,"L",0
94,2288,-1.07,1.2,-0.83,1.99,"R",10,105.2,"L",0
90.5,2288,-0.76,1.23,-0.43,2.19,"R",11,91.6,"L",0
92.8,1855,-1.82,0.7,0.48,2.56,"R",9,100.1,"R",0
92,2089,1.43,1.35,0.7,1.89,"L",-21,82.9,"R",0
90.1,2338,0.1,0.63,0.66,2.47,"R",23,90.9,"R",0
92.8,2159,1.38,1.37,1.03,1.87,"L",1,65,"R",0
93.3,2021,1.18,0.92,1.12,2.7,"L",21,70.8,"R",0
89.4,2403,0.39,1.48,-0.46,1.94,"L",25,96.1,"R",0
92,1935,0.95,1.68,-0.3,2.2,"L",6,103.4,"R",0
92.8,2221,-0.35,1.13,-0.83,2.8,"R",-21,82.9,"R",0
91,2345,-1.38,0.44,0.14,1.47,"R",0,89.9,"L",0
97.9,2204,-0.85,1.82,-0.75,3.11,"R",52,89.9,"L",0
75.6,2816,-0.79,-0.6,1.22,2.66,"L",-25,82.1,"R",0
87.9,2081,-1.04,0.66,0.12,1.67,"R",-21,82.9,"L",0
80.5,2440,-0.89,0.53,-0.01,1.48,"L",21,100.4,"R",0
94.6,2162,-0.33,0.64,0.32,2.52,"R",20,82.2,"L",0
86.6,2277,-1.37,-0.14,-0.37,1.93,"R",26,98.7,"L",0
91.9,2378,0.51,1.67,-0.27,3.09,"L",27,89.7,"R",0
95.6,2084,-0.32,1.1,0.36,3,"R",24,71.1,"L",0
93.6,2274,-0.37,1.26,0.65,2.2,"R",43,81.5,"R",0
78.3,2373,1.17,-0.51,-0.57,1.6,"R",25,91.6,"R",0
91.4,2130,-1.15,1.08,-0.51,3,"R",45,101.1,"L",0
82.9,2799,0.97,-0.01,0.38,2.64,"R",-53,56.2,"L",0
83.3,2159,-1.54,0.94,-0.81,2.48,"R",14,91.9,"L",0
97,1998,1.53,0.45,0.61,2.39,"L",14,104.4,"R",0
71,2496,-0.72,-1.22,0,3.48,"L",-81,53.3,"L",0
91.5,2433,0.63,1.38,0.64,2.94,"L",3,102.9,"R",0
93.7,2491,0.09,0.76,-0.46,2.68,"R",7,96.9,"R",0
62,1618,-0.31,2.34,0.01,1.95,"R",-24,61.9,"R",0
81.1,1755,-0.99,-0.58,0.75,1.99,"R",7,80,"R",0
64.8,1649,-0.22,2.16,-0.45,2.02,"R",7,100.4,"R",0
89.1,2237,-1.43,0.3,-1.09,2.69,"R",16,91.4,"L",0
78.8,1950,0.01,-0.12,0.39,2.32,"R",-21,82.9,"R",0
92.5,2368,0.38,1.46,-0.21,2.77,"L",27,86.1,"R",0
85.9,2125,-0.87,0.56,-0.36,2.16,"R",-2,101.3,"L",0
94,2025,-0.88,1.03,-0.21,2.72,"R",1,92.3,"L",0
84.5,1408,-1.13,-0.03,-2.03,3.09,"R",17,57.4,"R",0
90.9,1916,0.78,0.49,0,2.98,"L",5,106.4,"R",0
92.8,1968,-1.49,1.12,-0.06,2.98,"R",7,93.6,"R",0
91.5,2337,-1.6,0.69,-0.25,2.35,"R",49,96.1,"R",0
91.3,2387,-0.99,1.47,-0.09,2.6,"R",28,104.8,"R",1
79.8,2469,-0.07,-0.16,0.47,3.43,"L",37,100.8,"R",0
91.1,2566,-1.48,0.58,-0.03,2.6,"R",24,103,"L",0
86.6,2551,0.65,2,0.88,2.77,"L",-3,100,"R",0
97,2133,0.01,1.93,0.34,3.02,"R",69,80,"L",0
91.7,2057,-0.95,1.69,-0.12,2.21,"R",3,106.2,"R",0
93.7,2102,-1.05,1.35,-0.08,2.74,"R",-36,69,"R",0
95.5,2377,-1.53,1.38,0.24,1.53,"R",-21,82.9,"R",0
91,1810,-1.37,0.38,-0.84,2.66,"R",54,64.5,"R",0
91.1,1985,0.88,1.65,-0.41,3.62,"L",31,33.8,"R",0
81.6,2692,1.75,0.12,-0.24,2.68,"R",13,100.8,"L",0
81.2,2209.76,0.2,0.46,-1.07,2.44,"R",1,79.5,"L",0
92.2,2297,-1.2,1.43,-0.82,2.54,"R",69,80,"R",0
90.9,2240,0.73,0.85,0.09,3.32,"L",39,104,"R",1
83.2,2211,1.28,0.39,0.93,1.69,"L",7,59.7,"L",0
92.1,2050,1.24,0.53,-0.37,2.05,"L",-32,84,"L",0
95,2168,-1.48,0.63,-0.57,1.85,"R",-42,58.3,"R",0
91,2278,-1.18,1.56,-0.22,3.18,"R",-3,84.9,"R",0
89.1,2233,-0.24,0.46,0.05,1.98,"R",12,78.6,"R",0
98.4,2170,-1.76,1,-0.74,2.04,"R",-19,74.3,"R",0
93.3,2302,-1.35,1.07,-0.35,2.57,"R",13,95.3,"R",0
90.4,2205,-0.94,0.98,0.08,1.77,"R",-8,104.3,"L",0
92.4,2371,0.32,1.27,0.17,2.53,"R",49,86.1,"L",0
79.5,2550,0.73,-0.6,0.04,2.75,"R",23,100.6,"R",0
98.4,2394,-0.71,1.64,0.8,2.17,"R",-13,90.2,"R",0
88.9,2340,0.3,0.3,0.8,2.22,"R",47,103.1,"L",0
89.7,2134,-0.87,1.3,0.05,2.51,"R",-51,61.1,"L",0
93.4,2430,0.39,0.32,0.8,1.79,"R",-9,71.3,"R",0
93.4,2194,1.12,0.79,0.16,3.5,"L",14,95.4,"R",0
91.9,2280,-1.17,1.16,-0.76,2.02,"R",11,111.8,"R",0
92.3,2066,-1.19,1.18,-0.33,2,"R",2,103.9,"L",0
91.6,2310,0.81,1.36,-0.16,3.78,"L",4,109.6,"L",0
91.5,2108,-1.71,1.06,-0.41,2.09,"R",17,105.1,"R",0
92.1,2378,-0.74,0.48,-0.07,2.46,"R",6,106.1,"L",0
93.5,2001,-0.65,1.41,0.27,2.67,"R",28,101.8,"L",1
92.2,2170,-0.87,1.19,-0.25,1.77,"R",51,87.1,"R",0
92.9,2266,-0.93,1.02,-0.45,2.01,"R",21,89.8,"R",0
84.6,1725,1.07,0.88,0.97,2.39,"L",22,89.8,"R",0
80.8,2104,0.87,-0.1,-0.12,2.94,"L",20,103.4,"R",0
90.2,2168,-1.49,0.93,-0.67,2.98,"R",-23,82.1,"R",0
82.7,2646,0.69,-0.09,0.71,1.31,"R",-17,90.3,"R",0
83.3,1838,-1.11,1.18,0.26,1.71,"R",-2,97.3,"R",0
85.6,2578,0.17,0.61,-0.31,2.33,"R",-46,67.5,"L",0
92.6,2106,1.86,0.86,1.16,2.47,"L",-46,52.8,"R",0
82.5,2499,0.69,-0.11,0.12,1.77,"R",11,90.7,"R",0
85.9,2037,-0.18,0.11,0.63,1.83,"R",-11,99.5,"R",0
94,2592,-0.82,1.34,0.84,2.46,"R",32,51.5,"L",0
93.6,2132,0.79,0.74,0.91,2.33,"L",0,103.9,"R",0
92.5,2244,0.2,1.08,0.37,1.81,"R",-21,76.3,"R",0
99.5,2360,-0.38,1.41,0.44,2.51,"R",9,105.4,"R",0
92.5,2198,-0.35,1.38,0.22,2.43,"R",42,104.1,"L",1
90.8,2400,-1.49,1.48,-1.22,2.39,"R",26,74.2,"L",0
98.7,2184,-0.55,1.06,0.06,2.94,"R",39,89.2,"R",0
90.9,2500,-0.91,1.2,-0.05,2.26,"R",69,80,"R",0
81.4,2954,1.01,-0.91,-0.36,2.76,"R",-10,34.7,"R",0
90.9,2131,0.98,1.57,-0.48,2.52,"L",22,106.5,"R",1
94,2065,-1.26,1.18,-0.09,2.44,"R",52,93.2,"L",0
89.4,2635,0.21,0.66,-0.42,1.51,"R",6,97.3,"R",0
80.2,1551,0.69,1.16,0.22,2.01,"L",23,94.2,"L",0
97.4,2374,-0.98,1.24,-0.82,1.64,"R",-11,84.9,"L",0
95.4,2268,-1.35,0.99,-0.64,2.36,"R",26,82.5,"R",0
92,2130,-1.72,-0.06,-0.25,1.8,"R",10,78.7,"L",0
93.1,2417,-0.78,1.41,-1.17,3.04,"R",57,65.8,"R",0
89.8,2566,0.57,1.09,0.54,2.33,"R",26,97,"R",0
92.8,2129,-1.06,0.53,0.44,3.04,"R",29,100.3,"R",1
91.9,2217,-1.02,1.01,0.69,1.88,"R",-10,95.3,"R",0
88.9,2562,-0.18,0.7,0.31,1.68,"R",7,77.7,"R",0
91.7,2122,0.91,1.36,-0.79,3.15,"L",-48,75,"L",0
91.2,2262,-1.22,0.92,-0.43,2.92,"R",58,82.2,"R",0
79.5,2046,-1.15,1.59,-0.88,3.29,"R",-56,55.2,"L",0
90.9,2540,-1.01,1.24,0.32,2.1,"R",12,104.9,"L",0
89.1,2012,0.5,1.43,-0.79,2.88,"L",12,89.7,"R",0
86.9,2290,0.45,0.2,0.44,2.64,"R",-12,93.8,"R",0
94.5,2040,-0.95,1.26,-0.4,2.27,"R",-1,113.9,"R",0
92,2270,-0.3,1.88,1.04,2.61,"R",16,57.9,"L",0
79.1,2427,0.79,-0.5,-1.07,2.81,"R",14,93.5,"L",0
81.1,1175,-0.98,-0.16,0.61,1.41,"R",17,88.9,"L",0
88.8,2349,0.05,0.24,-0.24,2.6,"R",-37,80.5,"R",0
93.7,2050,-0.99,1.26,0.24,2.31,"R",26,93,"L",0
85.9,2092,0.28,0.54,0.93,1.84,"R",-54,55.8,"R",0
98,1838,-1.21,1.28,-0.7,2.51,"R",14,87.6,"L",0
89.1,2048,-0.99,1.08,-0.62,2.65,"R",-1,53.8,"R",0
90.6,1940,-1.79,0.69,-0.28,3.32,"R",46,75.8,"R",0
89.3,2005,-1.02,0.87,0.66,2.53,"R",47,76.6,"L",0
88.7,2068,-1.55,1.33,-0.97,3,"R",-36,90,"L",0
95.6,1984,-1.41,0.88,-0.26,2.93,"R",-21,83.6,"R",0
93,2083,-1.53,0.7,-0.58,2.15,"R",17,99.8,"L",0
86.3,2380.18,0.02,-0.2,-0.36,2.9,"R",11,94.7,"R",0
90.1,2359,-0.85,1.69,-0.33,2.24,"R",27,109.4,"L",1
74.5,2413,-2,0.05,-1.04,1.8,"L",-30,38.7,"L",0
86,2186,-1.6,1.08,0.4,2.72,"R",19,70.2,"R",0
82.5,1717,-0.95,0.67,-0.39,2.82,"R",16,73.3,"L",0
95.2,2330,0.53,1.21,-0.69,1.57,"L",8,106.2,"R",0
90.4,2281,0.47,1.86,0.77,2.87,"L",21,105.4,"R",1
99.6,2251,0.58,1.46,0.03,1.93,"L",-1,97.8,"L",0
84.6,2723,-0.03,-0.24,0.31,2.09,"R",-16,103.5,"R",0
80.8,1822,-0.24,-0.19,0.29,1.81,"L",21,102.4,"L",0
81.4,1223,-0.35,0.64,-0.72,2.07,"R",-9,47.4,"L",0
83.7,1792,0.06,0.43,0.64,2.35,"R",-25,60.9,"R",0
92.7,2176,-1.28,0.24,-0.31,3.23,"R",-2,77.3,"R",0
90.8,1952,-1.59,0.28,0.22,2.1,"R",13,110.3,"L",0
93.3,2482,-0.22,1.15,0.46,2.13,"R",-29,78.8,"L",0
87.4,1742,-1.24,0.27,0.16,2.45,"R",-35,84.5,"R",0
91.1,2498,-0.16,1.07,0.17,2.48,"R",25,100.9,"R",0
90.4,2329,-0.35,0.92,-0.3,2.62,"R",-42,72.3,"L",0
79.6,2589,1.6,-0.6,-0.2,2.9,"R",-18,86.3,"L",0
91.1,1946,-1.37,0.68,0.4,2.78,"R",10,95,"R",0
90.4,2297,-1.03,1.27,-0.01,2.19,"R",27,105.7,"R",1
92.1,2111,1.22,1.82,-0.03,3.4,"L",30,105.8,"R",1
91.2,2992,0.26,0.96,0.1,2.77,"R",15,102.6,"R",0
87.4,1865,-0.81,0.11,-0.85,1.48,"R",12,82.5,"L",0
96.5,2519,0.15,1.15,0.14,3.25,"R",22,92.1,"L",0
87.3,2546.42012195122,0.68,-0.01,0.69,2.01,"R",12,92.9,"R",0
82.7,2663,0.2,0.33,0.5,2.03,"R",22,102.8,"R",1
89.6,2826,0.35,1.01,0.8,1.62,"R",4.09,83.715,"R",0
95.9,2175,1.03,1.11,0.87,2.9,"L",11,106,"R",0
96.5,2381,-0.37,1.23,0.2,2.85,"R",69,80,"R",0
94.8,2076,0.76,1.87,-0.42,2.43,"L",31,104.1,"R",1
92,1995,-1.11,0.45,-0.65,2.15,"R",10,90.2,"L",0
98.6,2439,-0.75,1.57,-0.7,3.62,"R",15,68.8,"L",0
91.1,2120,-1.05,1.3,0.31,3.23,"R",41,89.3,"R",0
93,2286,-0.09,1.37,-0.06,2.46,"R",15,94.9,"L",0
87.8,2379,-1.54,0.96,-0.62,1.75,"R",-27,58,"L",0
87.7,1959,-0.94,0.57,-0.15,1.39,"R",-19,92.9,"R",0
89.7,1680,1.12,0.08,0.64,1.08,"L",-29,56.9,"R",0
72,2232,-1.27,-0.84,-0.55,1.6,"L",11,98.3,"L",0
96.5,2408,-1.45,0.75,-0.39,1.55,"R",28,89,"L",0
83.7,2530,0.21,0.1,-0.43,2.54,"R",-31,67.9,"L",0
97.2,2430,-1.66,0.79,-1.21,1.97,"R",25,103.1,"R",1
93.6,2222,0.73,0.48,-0.13,1.82,"L",6,100.7,"L",0
85.4,1879,0.67,0.42,0.67,2.21,"L",22,91.9,"R",0
93,1889,-0.91,1.36,-0.08,2.48,"R",12,102.7,"L",0
76.5,2533,1.29,-0.02,0.45,1.65,"R",-18,51.5,"R",0
96.6,2537,-0.97,1.04,-0.44,1.31,"R",4,97.8,"R",0
88.5,2235,-0.2,0.52,0.04,2.63,"L",32,84.1,"L",0
78,2299,0.29,-1.32,-0.58,1.64,"R",11,86.8,"L",0
82.3,1660,-1.12,0.68,0.23,2.28,"R",31,106,"R",1
92.8,2349,-0.35,1.58,-0.67,1.77,"R",27,90.3,"L",0
92.7,2186,-0.73,1.26,-0.37,2.84,"R",19,106,"L",0
88.5,1717,-1.51,0.24,-0.8,2.48,"R",-14,87.5,"L",0
93.5,2326,0.8,1.28,-0.31,2.09,"L",-4,100.6,"R",0
81,2220,-0.49,-0.55,0.07,3.08,"L",-33,82,"R",0
95.4,2424,-0.94,1.05,-0.42,1.95,"R",-32,89.8,"R",0
96.5,2563,-1.22,1.06,0.16,2.57,"R",19,78.1,"R",0
78.1,2286,0.41,-1.07,-0.12,1.3,"R",-14,47.9,"L",0
73.5,2923,-1.96,-1.12,-0.08,2.94,"L",-6,83.9,"R",0
95.4,2460,-0.72,1.34,0.2,1.97,"R",-10,108.4,"R",0
90.4,2102,-1.4,0.79,0.08,1.69,"R",12,111,"L",0
94,2013,-1.03,1.94,-0.49,3.37,"R",-58,39.3,"R",0
92,2335,-0.99,0.57,-0.83,2.2,"R",-17,72,"R",0
89.8,2116,1.05,0.88,-0.14,3.02,"L",56,77.1,"R",0
87.2,2347,-1.07,2.24,-0.7,2.82,"R",10,71.1,"R",0
92.6,2301,0.67,1.05,1.11,3.27,"L",69,80,"L",0
88.7,1568,-1.22,0.76,-0.31,2.61,"R",42,93.5,"L",0
94.7,2279,-0.48,1.53,0.43,2.37,"R",41,97.2,"R",0
83.7,1640,0.68,1.1,0.35,2.37,"L",31,100.2,"R",1
92.4,1950,0.62,1.43,0.43,2.63,"L",24,67.9,"L",0
96.8,2141,-1.1,1.07,-0.42,2.25,"R",-18,104.1,"R",0
84.1,2183,0.69,0.4,1.04,2,"R",58,77.1,"R",0
94.8,2358,-1.14,1.05,0.85,2.46,"R",-12,69.9,"L",0
92,2386,-0.52,0.82,-0.23,2.75,"R",13,104.9,"L",0
81.6,2405,0.54,-0.57,0.61,1.38,"R",23,86.3,"R",0
83,2191,-0.06,0.51,0.39,1.53,"L",30,102.8,"L",1
82.7,1609,0.84,0.37,0.77,1.89,"L",-29,59.8,"R",0
90.6,2143,-0.08,1.61,-0.15,2.89,"R",36,95.2,"L",0
90.1,1984,-1.11,0.6,0.55,2.5,"R",-9,87.4,"L",0
92.1,2285,-1.08,0.76,-0.05,1.65,"R",-4,114.7,"R",0
83.5,1642,-0.91,0.88,-0.98,2.14,"R",28,76.1,"L",0
95.9,2218,-1.35,1.26,-0.04,1.64,"R",-8,100.8,"R",0
95.2,2088,-0.98,1.25,-0.55,1.88,"R",56,59.7,"L",0
90.7,1824,0.56,1.26,0.77,2.3,"L",29,96.8,"R",0
93.3,2534,1.09,1.33,0.09,2.19,"L",20,84.3,"R",0
90,2016,-1.34,1.21,-1.21,2.74,"R",8,95.9,"R",0
84.9,2281,-0.19,0.69,-0.28,2.82,"R",38,97.9,"L",0
90.4,1855,-1.5,0.33,0.51,2.73,"R",28,83.9,"L",0
93.7,2045,-0.78,0.37,-0.48,2.32,"R",-6,95.6,"R",0
85.8,2529,0,0.13,0.28,2.32,"R",69,80,"R",0
84.3,1644,0.82,1.06,0.91,1.74,"L",-21,82.9,"R",0
97,2678,-1.06,1.11,1.05,2.14,"R",-22,65.1,"R",0
91.4,2345,0.52,1.52,-0.38,3.54,"L",52,93.7,"R",0
96.6,2380,-1.1,1.39,-0.83,2.63,"R",9,99.3,"R",0
84.1,1989,-0.62,0.64,-0.38,2.51,"L",26,94,"R",0
83.9,2961,0.45,-0.93,0.23,2.42,"R",8,106.5,"R",0
92.3,1869,-1.39,0.46,0.67,3.04,"R",-17,90.3,"R",0
82.5,2842,0.15,-0.83,0.67,2.46,"R",-17,89.2,"R",0
94.4,1907,-1.38,0.59,0.45,2.16,"R",19,92.9,"L",0
93.7,1685,0.96,1.03,0.53,2.35,"L",15,100.5,"R",0
91.8,2262,-1.47,1.43,-0.22,2.84,"R",26,106.5,"R",1
88.3,2164,0.13,0.63,0.43,2.44,"R",-4,101.8,"R",0
95.1,2273,0.15,1.29,-0.64,2.4,"L",5,96.5,"R",0
92,1985,-1.28,1.17,-0.52,2.36,"R",1,110.5,"L",0
98,2437,-0.25,1.34,-0.03,2.46,"R",-47,77,"L",0
88.3,2162,0.2,0.06,0.44,1.25,"R",8,69.1,"R",0
92.7,2354,-1.64,0.04,-1.1,1.41,"R",-47,54.3,"L",0
90.7,2045,-0.37,1.36,0.35,2.63,"R",69,80,"R",0
80.8,2522,0.87,-0.8,-0.22,2.41,"R",40,95.7,"L",0
96.7,2077,-0.33,0.82,0.64,3.71,"R",20,83.7,"L",0
83.6,2410,0.18,0.15,-0.4,2.37,"R",39,89.2,"L",0
82.4,2374.39,0.82,0.45,0.08,2.34,"R",46,89.6,"R",0
81.8,1530,-0.51,0.5,-0.73,2.48,"R",17,87.8,"L",0
88.3,2333,-0.98,1.69,-0.28,2.44,"R",29,99.3,"L",0
87.8,2580,-0.05,-0.04,0.81,1.49,"R",-44,51.6,"L",0
82.5,1639,-0.96,0.55,-0.12,1.17,"R",-21,82.9,"L",0
89.5,2308,-0.8,1.53,-0.43,2.81,"R",41,91.2,"R",0
96.4,2404,-1.11,1.6,-0.2,1.99,"R",16,100.4,"R",0
81.9,2653,0.89,-0.99,0.13,2.09,"R",3,94.3,"R",0
80.5,1696,0.83,1.25,0.31,2.24,"L",3,96.7,"R",0
83.7,1687,-0.61,0.64,-0.07,2.57,"R",44,80.5,"R",0
92,2350,1.04,0.92,-0.36,1.44,"L",-5,97.7,"R",0
87.2,2595,-0.11,0.19,0.18,2.51,"R",17,107.5,"R",0
90.1,2072,-0.46,0.87,0.56,2.47,"R",-15,68.7,"L",0
89.4,2569,0.52,0.28,1.08,2.7,"R",-30,57.4,"R",0
97.7,2152,-1.39,0.81,-0.49,3.06,"R",33,95.5,"L",0
94.9,2107,1.17,1.21,0.72,2.98,"L",-33,86.1,"R",0
92.6,2308,-0.62,1.48,0.08,1.87,"R",-8,94.3,"L",0
90.8,1946,-1.08,0.17,-0.47,1.5,"R",8,91.6,"L",0
84.3,2294,-0.03,0.55,-0.67,1.24,"R",24,80.1,"L",0
89.2,2054,-1.4,1.19,0.09,2.48,"R",4,97.3,"R",0
91.3,2159,-0.87,1.72,-1.29,2.94,"R",45,45.5,"R",0
93,2202,0.69,1.14,0.35,2.15,"L",5,99.6,"R",0
90.2,2192,0.91,-0.28,0.54,1.51,"L",-21,82.9,"R",0
93.2,2365,0.29,0.48,-0.55,4.19,"R",-34,91.8,"L",0
96,2416,-0.96,1.37,0.04,1.98,"R",-23,97.5,"R",0
87.7,2151,-1.61,0.98,-0.35,2.65,"R",8,99.4,"R",0
84.5,1962,0.03,0.33,0.86,2.45,"R",-7,104.9,"R",0
90.6,1959,-1.28,-0.02,-0.85,1.71,"R",-21,82.9,"L",0
94.6,2175,-0.4,1.36,0.11,3.46,"R",69,80,"L",0
94,2389,-1.08,0.99,-0.34,2.16,"R",22,40.5,"R",0
92.5,2044,0.15,1.43,-0.6,2.9,"L",4,95.8,"L",0
94.3,2373,-1.14,1.48,-0.24,2.27,"R",36,88.2,"L",0
80.5,1647,-1.1,0.85,-0.71,1.9,"R",69,80,"L",0
91.2,2284,1.12,0.88,-0.09,2.04,"L",0,105,"R",0
93.8,2314,-0.68,1.49,0.16,2.15,"R",21,107,"R",1
91.1,2238,-0.26,0.67,0,2.05,"R",21.2,104.174,"L",0
92.1,2100,0.72,1.22,1.11,2.05,"L",5,82.2,"R",0
78.4,1913,1.88,0.88,0.91,2.22,"L",58,79.7,"R",0
